settlement_id	languages	names_ara_common	names_ara_common_other	names_ara_search	names_ara_translit	names_ara_translit_other	names_eng_common	names_eng_common_other	names_eng_search	names_eng_translit	names_eng_translit_other	region_URI	source	top_type	coordinates
KUWASHAN_622E338N_S	['ara', 'eng']	كواشان	كواشان	كواشان					Kuwashan	Kuwāšān	Kuwāšān	Khurasan_RE	cornuData	towns	[62.22016, 33.85099]
JIRANJ_622E374N_S	['ara', 'eng']	جيرنج	جيرنج، كيرنك	جيرنج					Jiranj, Kirank	Ǧīranǧ	Ǧīranǧ, Kīrank	Khurasan_RE	cornuData	towns	[62.22511, 37.49732]
ADRASKAR_622E335N_S	['ara', 'eng']	أدرسكر	أدرسكر	أدرسكر					Adraskar	Adraskar	Adraskar	Khurasan_RE	cornuData	towns	[62.24983, 33.59424]
FAZ_622E373N_S	['ara', 'eng']	فاز	فاز، زرق	فاز					Faz, Zarq	Fāz	Fāz, Zarq	Khurasan_RE	cornuData	villages	[62.29575, 37.39749]
BASHAN_623E342N_S	['ara', 'eng']	باشان	باشان	باشان					Bashan	Bāšān	Bāšān	Khurasan_RE	cornuData	towns	[62.37698, 34.28751]
MAHDIABADH_624E371N_S	['ara', 'eng']	مهدياباذ	مهدياباذ	مهدياباذ					Mahdiabadh	Mahdīābāḏ	Mahdīābāḏ	Khurasan_RE	cornuData	waystations	[62.41583, 37.12201]
KAYF_624E352N_S	['ara', 'eng']	كيف	كيف، كيف	كيف					Kayf, Kif	Kayf	Kayf, Kīf	Khurasan_RE	cornuData	towns	[62.42996, 35.20428]
QARINAYN_624E365N_S	['ara', 'eng']	القرينين	القرينين	القرينين					al-Qarinayn	al-Qarīnayn	al-Qarīnayn	Khurasan_RE	cornuData	villages	[62.44974, 36.5754]
KANJRUSTAQ_624E350N_R	['ara', 'eng']	كنج رستاق	كنج رستاق	كنج رستاق					Kanj Rustaq	Kanǧ Rustāq	Kanǧ Rustāq	Khurasan_RE	cornuData	regions	[62.46952, 35.0772]
BAHIRABADH_624E368N_S	['ara', 'eng']	بحيراباذ	بحيراباذ	بحيراباذ					Bahirabadh	Baḥīrābāḏ	Baḥīrābāḏ	Khurasan_RE	cornuData	waystations	[62.46952, 36.88847]
BABNA_624E349N_S	['ara', 'eng']	ببنة	ببنة	ببنة					Babna	Babnaŧ	Babnaŧ	Khurasan_RE	cornuData	towns	[62.4787, 34.94152]
NAHRMURGHAB_625E367N_W	['ara', 'eng']	نهر مرغب	نهر مرغب	نهر مرغب					Nahr Murghab	Nahr Murġab	Nahr Murġab	Khurasan_RE	cornuData	waters	[62.52603, 36.73407]
KARUKH_625E344N_S	['ara', 'eng']	كروخ	كروخ	كروخ					Karukh	Karūḫ	Karūḫ	Khurasan_RE	cornuData	towns	[62.54651, 34.47814]
BAGHSHUR_625E356N_S	['ara', 'eng']	بغشور	بغشور	بغشور					Baghshur	Baġšūr	Baġšūr	Khurasan_RE	cornuData	towns	[62.54722, 35.60846]
KHAYSAR_625E342N_S	['ara', 'eng']	خيسار	خيسار	خيسار					Khaysar	Ḫaysār	Ḫaysār	Khurasan_RE	cornuData	towns	[62.58466, 34.27292]
KUSHMAYHAN_625E377N_S	['ara', 'eng']	كشميهن	كشميهن، كشماهن	كشميهن					Kushmayhan, Kushmahan	Kušmayhan	Kušmayhan, Kušmāhan	Khurasan_RE	cornuData	towns	[62.59986, 37.78994]
ASADABADH_626E362N_S	['ara', 'eng']	أسداباذ	أسداباذ	أسداباذ					Asadabadh	Asadābāḏ	Asadābāḏ	Khurasan_RE	cornuData	waystations	[62.67861, 36.29294]
RIBATMAYANAH_627E345N_S	['ara', 'eng']	رباط ميانه	رباط ميانه	رباط ميانه					Ribat Mayanah	Ribāṭ Mayānah	Ribāṭ Mayānah	Khurasan_RE	cornuData	waystations	[62.7655, 34.53751]
ASTARABYAN_628E342N_S	['ara', 'eng']	أستربيان	أستربيان	أستربيان					Astarabyan	Astarabyān	Astarabyān	Khurasan_RE	cornuData	towns	[62.80223, 34.2484]
RIBATHADID_628E380N_S	['ara', 'eng']	رباط الحديد	رباط الحديد	رباط الحديد					Ribat al-Hadid	Ribāṭ al-Ḥadīd	Ribāṭ al-Ḥadīd	Khurasan_RE	cornuData	waystations	[62.80686, 38.0492]
DIHISTAN_629E346N_S	['ara', 'eng']	دهستان	دهستان	دهستان					Dihistan	Dihistān	Dihistān	Khurasan_RE	cornuData	capitals	[62.95057, 34.6968]
HAWZAN_629E359N_S	['ara', 'eng']	حوزان	حوزان	حوزان					Hawzan	Ḥawzān	Ḥawzān	Khurasan_RE	cornuData	waystations	[62.96749, 35.96191]
RIBATNASRAK_629E383N_S	['ara', 'eng']	رباط نصرك	رباط نصرك	رباط نصرك					Ribat Nasrak	Ribāṭ Naṣrak	Ribāṭ Naṣrak	Khurasan_RE	cornuData	waystations	[62.99639, 38.31229]
MARABADH_630E343N_S	['ara', 'eng']	ماراباذ	ماراباذ	ماراباذ					Marabadh	Mārābāḏ	Mārābāḏ	Khurasan_RE	cornuData	towns	[63.00426, 34.3371]
AWBA_631E344N_S	['ara', 'eng']	أوبة	أوبة، أوفة	أوبة					Awba, Awfa	Awbaŧ	Awbaŧ, Awfaŧ	Khurasan_RE	cornuData	towns	[63.16814, 34.4094]
JUBBHAMMAD_632E385N_S	['ara', 'eng']	جب حماد	جب حماد	جب حماد					Jubb Hammad	Ǧubb Ḥammād	Ǧubb Ḥammād	Khurasan_RE	cornuData	waystations	[63.20339, 38.58258]
QASRAHNAF_632E357N_S	['ara', 'eng']	قصر أحنف	قصر أحنف	قصر أحنف					Qasr Ahnaf	Qaṣr Aḥnaf	Qaṣr Aḥnaf	Khurasan_RE	cornuData	towns	[63.21212, 35.76147]
RIBATBARIS_633E388N_S	['ara', 'eng']	رباط بارس	رباط بارس	رباط بارس					Ribat Baris	Ribāṭ Bāris	Ribāṭ Bāris	Khurasan_RE	cornuData	waystations	[63.35393, 38.84034]
MARWRUDH_633E355N_S	['ara', 'eng']	مرو الروذ	مرو الروذ	مرو الروذ					Marw al-Rudh	Marw al-Rūḏ	Marw al-Rūḏ	Khurasan_RE	cornuData	capitals	[63.3667, 35.5925]
MARWRUDH_633E355N_R	['ara', 'eng']	مرو الروذ	مرو الروذ	مرو الروذ					Marw al-Rudh	Marw al-Rūḏ	Marw al-Rūḏ	Khurasan_RE	cornuData	regions	[63.3667, 35.5925]
DIZAH_634E354N_S	['ara', 'eng']	دزه	دزه	دزه					Dizah	Dizah	Dizah	Khurasan_RE	cornuData	towns	[63.44735, 35.42618]
ARASKAN_634E357N_S	['ara', 'eng']	أرسكن	أرسكن	أرسكن					Araskan	Araskan	Araskan	Khurasan_RE	cornuData	waystations	[63.44735, 35.74074]
AMUL_635E390N_S	['ara', 'eng']	آمل	آمل	آمل					Amul	Āmul	Āmul	Khurasan_RE	cornuData	towns	[63.51255, 39.06795]
SHURMIN_635E347N_S	['ara', 'eng']	شورمين	شورمين	شورمين					Shurmin	Šūrmīn	Šūrmīn	Khurasan_RE	cornuData	towns	[63.51568, 34.72729]
RIBATSHUR_635E350N_S	['ara', 'eng']	رباط شور	رباط شور	رباط شور					Ribat Shur	Ribāṭ Šūr	Ribāṭ Šūr	Khurasan_RE	cornuData	waystations	[63.52263, 35.08069]
ABSHIN_635E352N_S	['ara', 'eng']	أبشين	أبشين	أبشين					Abshin	Abšīn	Abšīn	Khurasan_RE	cornuData	towns	[63.528, 35.24882]
ASRAB_637E358N_S	['ara', 'eng']	الأسراب	الأسراب	الأسراب					al-Asrab	al-Asrāb	al-Asrāb	Khurasan_RE	cornuData	waystations	[63.76323, 35.81599]
RIBATKARZWAN_638E356N_S	['ara', 'eng']	رباط كرزوان	رباط كرزوان	رباط كرزوان					Ribat Karzwan	Ribāṭ Karzwān	Ribāṭ Karzwān	Khurasan_RE	cornuData	villages	[63.81969, 35.61955]
KHASHT_639E343N_S	['ara', 'eng']	خشت	خشت، خست، خاست، خوشت	خشت					Khasht, Khast, Khast, Khwasht	Ḫašt	Ḫašt, Ḫast, Ḫāst, Ḫwašt	Khurasan_RE	cornuData	towns	[63.94658, 34.34906]
KANJABADH_639E357N_S	['ara', 'eng']	كنجاباذ	كنجاباذ	كنجاباذ					Kanjabadh	Kanǧābāḏ	Kanǧābāḏ	Khurasan_RE	cornuData	waystations	[63.98233, 35.78873]
TALAQAN_642E357N_S	['ara', 'eng']	طلقان	طلقان	طلقان					Talaqan	Ṭalaqān	Ṭalaqān	Khurasan_RE	cornuData	towns	[64.24579, 35.72328]
GHARJSHAR_644E348N_R	['ara', 'eng']	غرج الشار	غرج الشار، جرجستان	غرج الشار					Gharj al-Shar, Jarjistan	Ġarǧ al-Šār	Ġarǧ al-Šār, Ǧarǧistān	Khurasan_RE	cornuData	regions	[64.44388, 34.88273]
KASHAN_645E358N_S	['ara', 'eng']	كسحان	كسحان	كسحان					Kashan	Kasḥān	Kasḥān	Khurasan_RE	cornuData	waystations	[64.54957, 35.88354]
KANDARAM_646E353N_S	['ara', 'eng']	كندرم	كندرم	كندرم					Kandaram	Kandaram	Kandaram	Khurasan_RE	cornuData	towns	[64.60334, 35.33988]
YAHUDIYYA_648E359N_S	['ara', 'eng']	اليهودية	اليهودية، جكوذان	اليهودية					al-Yahudiyya, Jakudhan	al-Yahūdiyyaŧ	al-Yahūdiyyaŧ, Ǧakūḏān	Khurasan_RE	cornuData	waystations	[64.83857, 35.9347]
FARIYAB_649E364N_S	['ara', 'eng']	فارياب	فارياب	فارياب					Fariyab	Fāriyāb	Fāriyāb	Khurasan_RE	cornuData	towns	[64.93938, 36.46025]
MALIN_650E368N_S	['ara', 'eng']	مالن	مالن	مالن					Malin	Mālin	Mālin	Khurasan_RE	cornuData	towns	[65.07649, 36.81403]
JIBALGHUR_650E343N_O	['ara', 'eng']	جبل الغور	جبل الغور	جبل الغور					Jibal al-Ghur	Ǧibal al-Ġūr	Ǧibal al-Ġūr	Khurasan_RE	cornuData	sites	[65.09941, 34.38521]
JUZJAN_651E357N_R	['ara', 'eng']	جوزجان	جوزجان	جوزجان					Juzjan	Ǧūzǧān	Ǧūzǧān	Khurasan_RE	cornuData	regions	[65.10068, 35.7211]
ANDAKHUDH_651E369N_S	['ara', 'eng']	أندخوذ	أندخوذ	أندخوذ					Andakhudh	Andaḫūḏ	Andaḫūḏ	Khurasan_RE	cornuData	towns	[65.16655, 36.95541]
ZAMM_651E378N_S	['ara', 'eng']	زم	زم، كركه	زم					Zamm, Karkuh	Zamm	Zamm, Karkuh	Khurasan_RE	cornuData	towns	[65.19679, 37.86572]
QABRGHIYATH_653E375N_S	['ara', 'eng']	قبر غياث	قبر غياث، قنى غياث	قبر غياث					Qabr Ghiyath, Qana Ghiyath	Qabr Ġiyāṯ	Qabr Ġiyāṯ, Qaná Ġiyāṯ	Khurasan_RE	cornuData	waystations	[65.31239, 37.59463]
QA_653E363N_S	['ara', 'eng']	القاء	القاء	القاء					al-Qa	al-Qāʾ	al-Qāʾ	Khurasan_RE	cornuData	waystations	[65.32516, 36.3564]
SHABURQAN_657E366N_S	['ara', 'eng']	شبورقان	شبورقان، أشبورقان	شبورقان					Shaburqan, Ushburqan	Šabūrqān	Šabūrqān, Ušbūrqān	Khurasan_RE	cornuData	towns	[65.78352, 36.65136]
JURZUWAN_658E358N_R	['ara', 'eng']	الجرزوان	الجرزوان	الجرزوان					al-Jurzuwan	al-Ǧurzuwān	al-Ǧurzuwān	Khurasan_RE	cornuData	regions	[65.87895, 35.88517]
JURZUWAN_658E358N_S	['ara', 'eng']	الجرزوان	الجرزوان	الجرزوان					al-Jurzuwan	al-Ǧurzuwān	al-Ǧurzuwān	Khurasan_RE	cornuData	towns	[65.87895, 35.88517]
ANBAR_659E362N_S	['ara', 'eng']	الأنبار	الأنبار	الأنبار					al-Anbar	al-Anbār	al-Anbār	Khurasan_RE	cornuData	towns	[65.94751, 36.20578]
SIDRA_662E368N_S	['ara', 'eng']	السدرة	السدرة	السدرة					al-Sidra	al-Sidraŧ	al-Sidraŧ	Khurasan_RE	cornuData	waystations	[66.21231, 36.8377]
DASTAJIRDA_666E368N_S	['ara', 'eng']	دستجردة	دستجردة	دستجردة					Dastajirda	Dastaǧirdaŧ	Dastaǧirdaŧ	Khurasan_RE	cornuData	villages	[66.6411, 36.8334]
BALKH_668E367N_S	['ara', 'eng']	بلخ	بلخ	بلخ					Balkh	Balḫ	Balḫ	Khurasan_RE	cornuData	capitals	[66.88305, 36.78497]
BALKH_668E367N_R	['ara', 'eng']	بلخ	بلخ	بلخ					Balkh	Balḫ	Balḫ	Khurasan_RE	cornuData	regions	[66.88305, 36.78497]
SHAWKARD_670E370N_S	['ara', 'eng']	شوكرد	شوكرد، سياهجرد	شوكرد					Shawkard, Siyahjird	Šawkard	Šawkard, Siyāhǧird	Khurasan_RE	cornuData	villages	[67.09946, 37.02037]
KHULM_677E367N_S	['ara', 'eng']	خلم	خلم	خلم					Khulm	Ḫulm	Ḫulm	Khurasan_RE	cornuData	towns	[67.70299, 36.74621]
KAH_677E352N_S	['ara', 'eng']	كاه	كاه، جاه	كاه					Kah, Jah	Kāh	Kāh, Ǧāh	Khurasan_RE	cornuData	towns	[67.72517, 35.24443]
BAMIYAN_678E348N_S	['ara', 'eng']	الباميان	الباميان	الباميان					al-Bamiyan	al-Bāmiyān	al-Bāmiyān	Khurasan_RE	cornuData	capitals	[67.80206, 34.84737]
BAMIYAN_678E348N_R	['ara', 'eng']	الباميان	الباميان	الباميان					al-Bamiyan	al-Bāmiyān	al-Bāmiyān	Khurasan_RE	cornuData	regions	[67.80206, 34.84737]
MADHAR_678E353N_S	['ara', 'eng']	مذر	مذر	مذر					Madhar	Maḏar	Maḏar	Khurasan_RE	cornuData	towns	[67.85287, 35.38044]
SIMINJAN_680E362N_S	['ara', 'eng']	سمنجان	سمنجان	سمنجان					Siminjan	Siminǧān	Siminǧān	Khurasan_RE	cornuData	towns	[68.09011, 36.22585]
TUKHARISTAN_686E360N_R	['ara', 'eng']	طخارستان	طخارستان	طخارستان					Tukharistan	Ṭuḫāristān	Ṭuḫāristān	Khurasan_RE	cornuData	regions	[68.67012, 36.03586]
SAKAWAND_687E340N_S	['ara', 'eng']	سكاوند	سكاوند	سكاوند					Sakawand	Sakāwand	Sakāwand	Khurasan_RE	cornuData	towns	[68.74862, 34.0827]
BAGHLAN_687E362N_R	['ara', 'eng']	بغلان	بغلان	بغلان					Baghlan	Baġlān	Baġlān	Khurasan_RE	cornuData	regions	[68.77093, 36.2356]
BAGHLAN_687E362N_S	['ara', 'eng']	بغلان	بغلان	بغلان					Baghlan	Baġlān	Baġlān	Khurasan_RE	cornuData	towns	[68.77093, 36.2356]
ARHAN_688E372N_S	['ara', 'eng']	آرهن	آرهن	آرهن					Arhan	Ārhan	Ārhan	Khurasan_RE	cornuData	towns	[68.86234, 37.23952]
WARWALIJ_688E367N_S	['ara', 'eng']	ورواليج	ورواليج، ولواليز	ورواليج					Warwalij, Walwaliz	Warwālīǧ	Warwālīǧ, Walwālīz	Khurasan_RE	cornuData	towns	[68.89729, 36.78174]
KABUL_691E345N_S	['ara', 'eng']	كابل	كابل	كابل					Kabul	Kābul	Kābul	Khurasan_RE	cornuData	towns	[69.16963, 34.52442]
BARWAN_692E351N_S	['ara', 'eng']	بروان	بروان، فروان	بروان					Barwan, Farwan	Barwān	Barwān, Farwān	Khurasan_RE	cornuData	towns	[69.25887, 35.17084]
ANDARAB_693E356N_S	['ara', 'eng']	أندراب	أندراب	أندراب					Andarab	Andarāb	Andarāb	Khurasan_RE	cornuData	towns	[69.36909, 35.68835]
TALAQAN_696E367N_S	['ara', 'eng']	طالقان	طالقان	طالقان					Talaqan	Ṭālaqān	Ṭālaqān	Khurasan_RE	cornuData	towns	[69.62314, 36.76021]
JARBAYA_696E353N_S	['ara', 'eng']	جارباية	جارباية	جارباية					Jarbaya	Ǧārbāyaŧ	Ǧārbāyaŧ	Khurasan_RE	cornuData	towns	[69.62448, 35.39907]
BANJAHIR_698E355N_S	['ara', 'eng']	بنجهير	بنجهير، بنجر	بنجهير					Banjahir, Banjar	Banǧahīr	Banǧahīr, Banǧar	Khurasan_RE	cornuData	towns	[69.81804, 35.51814]
KUHSIM_705E411N_O	['ara', 'eng']	كوه سيم	كوه سيم، جبل الفضة	كوه سيم					Kuh Sim, Jabal al-Fidda	Kūh Sīm	Kūh Sīm, Ǧabal al-Fiḍḍaŧ	Mawarannahr_RE	cornuData	sites	[70.54447, 41.1916]
BADHAKHSHAN_707E375N_R	['ara', 'eng']	بذخشان	بذخشان	بذخشان					Badhakhshan	Baḏaḫšān	Baḏaḫšān	Khurasan_RE	cornuData	regions	[70.79525, 37.59609]
SAKALKAND_709E366N_S	['ara', 'eng']	سكلكند	سكلكند، إسكلكند	سكلكند					Sakalkand, Iskalkand	Sakalkand	Sakalkand, Iskalkand	Khurasan_RE	cornuData	towns	[70.91488, 36.65244]
JIRM_709E368N_S	['ara', 'eng']	جرم	جرم	جرم					Jirm	Ǧirm	Ǧirm	Khurasan_RE	cornuData	towns	[70.92564, 36.80704]
WAKHKHAN_723E370N_R	['ara', 'eng']	وخان	وخان	وخان					Wakhkhan	Waḫḫān	Waḫḫān	Khurasan_RE	cornuData	regions	[72.31013, 37.03915]
BAYRUT_479E320N_S	['ara', 'eng']	بيروت	بيروت	بيروت					Bayrut	Bayrūt	Bayrūt	Khuzistan_RE	cornuData	towns	[47.90375, 32.06082]
FAMADUDI_481E304N_W	['ara', 'eng']	فم العضدي	فم العضدي	فم العضدي					Fam al-Adudi	Fam al-ʿAḍudī	Fam al-ʿAḍudī	Khuzistan_RE	cornuData	waters	[48.14211, 30.41602]
KARJA_481E324N_S	['ara', 'eng']	كرجة	كرجة، كرخة	كرجة					Karja, Karkha	Karǧaŧ	Karǧaŧ, Karḫaŧ	Khuzistan_RE	cornuData	towns	[48.14577, 32.46817]
NAHRSUS_482E321N_W	['ara', 'eng']	نهر سوس	نهر سوس	نهر سوس					Nahr Sus	Nahr Sūs	Nahr Sūs	Khuzistan_RE	cornuData	waters	[48.20426, 32.16186]
SUS_482E322N_S	['ara', 'eng']	سوس	سوس	سوس					Sus	Sūs	Sūs	Khuzistan_RE	cornuData	capitals	[48.26047, 32.20166]
SUS_482E322N_R	['ara', 'eng']	سوس	سوس	سوس					Sus	Sūs	Sūs	Khuzistan_RE	cornuData	regions	[48.26047, 32.20166]
LUR_483E325N_R	['ara', 'eng']	اللور	اللور	اللور					al-Lur	al-Lūr	al-Lūr	Khuzistan_RE	cornuData	regions	[48.30291, 32.53782]
BASINNA_483E319N_S	['ara', 'eng']	بصنا	بصنا	بصنا					Basinna	Baṣinnā	Baṣinnā	Khuzistan_RE	cornuData	towns	[48.30405, 31.99567]
HISNMAHDI_483E305N_S	['ara', 'eng']	حصن مهدي	حصن مهدي	حصن مهدي					Hisn Mahdi	Ḥiṣn Mahdī	Ḥiṣn Mahdī	Khuzistan_RE	cornuData	towns	[48.33301, 30.52571]
NAHRTIRA_483E314N_S	['ara', 'eng']	نهر تيرا	نهر تيرا، نهر تيرين	نهر تيرا					Nahr Tira, Nahr Tirin	Nahr Tīrā	Nahr Tīrā, Nahr Tīrīn	Khuzistan_RE	cornuData	towns	[48.3809, 31.4679]
DIZ_484E323N_S	['ara', 'eng']	الدز	الدز، دزفول	الدز					al-Diz, Dizful	al-Diz	al-Diz, Dizfūl	Khuzistan_RE	cornuData	towns	[48.42219, 32.38975]
DIZ_484E329N_S	['ara', 'eng']	الدز	الدز، قنطرة أندامش	الدز					al-Diz, Qantara Andamish	al-Diz	al-Diz, Qanṭaraŧ Andāmiš	Khuzistan_RE	cornuData	villages	[48.45021, 32.9865]
SUQARBAA_485E309N_S	['ara', 'eng']	سوق الأربعاء	سوق الأربعاء	سوق الأربعاء					Suq al-Arbaa	Sūq al-Arbaʿāʾ	Sūq al-Arbaʿāʾ	Khuzistan_RE	cornuData	towns	[48.5239, 30.94139]
MANADHIR_485E313N_R	['ara', 'eng']	مناذر	مناذر	مناذر					Manadhir	Manāḏir	Manāḏir	Khuzistan_RE	cornuData	regions	[48.53345, 31.39058]
JUNDAYSABUR_485E322N_S	['ara', 'eng']	جنديسابور	جنديسابور	جنديسابور					Jundaysabur	Ǧundaysābūr	Ǧundaysābūr	Khuzistan_RE	cornuData	capitals	[48.53919, 32.29866]
JUNDAYSABUR_485E322N_R	['ara', 'eng']	جنديسابور	جنديسابور	جنديسابور					Jundaysabur	Ǧundaysābūr	Ǧundaysābūr	Khuzistan_RE	cornuData	regions	[48.53919, 32.29866]
AHWAZ_486E313N_S	['ara', 'eng']	الأهواز	الأهواز، سوق الأهواز	الأهواز					al-Ahwaz, Suq al-Ahwaz	al-Ahwāz	al-Ahwāz, Sūq al-Ahwāz	Khuzistan_RE	cornuData	metropoles	[48.69059, 31.32986]
AHWAZ_486E313N_R	['ara', 'eng']	الأهواز	الأهواز، سوق الأهواز	الأهواز					al-Ahwaz, Suq al-Ahwaz	al-Ahwāz	al-Ahwāz, Sūq al-Ahwāz	Khuzistan_RE	cornuData	regions	[48.69059, 31.32986]
BASIYAN_487E306N_S	['ara', 'eng']	باسيان	باسيان	باسيان					Basiyan	Bāsiyān	Bāsiyān	Khuzistan_RE	cornuData	towns	[48.77033, 30.65916]
SHURAB_487E312N_S	['ara', 'eng']	شوراب	شوراب	شوراب					Shurab	Šūrāb	Šūrāb	Khuzistan_RE	cornuData	towns	[48.79726, 31.20731]
KHANMAZDAWAYHI_488E307N_S	['ara', 'eng']	خن مزدويهي	خن مزدويهي، خان مردويه	خن مزدويهي					Khan Mazdawayhi, Khan Mardawayhi	Ḫan Mazdawayhī	Ḫan Mazdawayhī, Ḫān Mardawayhi	Khuzistan_RE	cornuData	waystations	[48.83628, 30.73079]
NAHRTUSTAR_488E318N_W	['ara', 'eng']	نهر تستر	نهر تستر	نهر تستر					Nahr Tustar	Nahr Tustar	Nahr Tustar	Khuzistan_RE	cornuData	waters	[48.842, 31.88178]
TUSTAR_488E320N_S	['ara', 'eng']	تستر	تستر، ششتر	تستر					Tustar, Shushtar	Tustar	Tustar, Šuštar	Khuzistan_RE	cornuData	capitals	[48.85461, 32.0511]
TUSTAR_488E320N_R	['ara', 'eng']	تستر	تستر، ششتر	تستر					Tustar, Shushtar	Tustar	Tustar, Šuštar	Khuzistan_RE	cornuData	regions	[48.85461, 32.0511]
MANDAM_488E310N_S	['ara', 'eng']	مندم	مندم، بندم	مندم					Mandam, Bandam	Mandam	Mandam, Bandam	Khuzistan_RE	cornuData	waystations	[48.881, 31.02269]
ASKARMUKRAM_488E316N_S	['ara', 'eng']	عسكر مكرم	عسكر مكرم	عسكر مكرم					Askar Mukram	ʿAskar Mukram	ʿAskar Mukram	Khuzistan_RE	cornuData	capitals	[48.8982, 31.66531]
ASKARMUKRAM_488E316N_R	['ara', 'eng']	عسكر مكرم	عسكر مكرم	عسكر مكرم					Askar Mukram	ʿAskar Mukram	ʿAskar Mukram	Khuzistan_RE	cornuData	regions	[48.8982, 31.66531]
DAWRAQ_489E308N_S	['ara', 'eng']	الدورق	الدورق، السراق	الدورق					al-Dawraq, al-Surraq	al-Dawraq	al-Dawraq, al-Surrāq	Khuzistan_RE	cornuData	capitals	[48.92625, 30.81069]
DAWRAQ_489E308N_R	['ara', 'eng']	الدورق	الدورق، السراق	الدورق					al-Dawraq, al-Surraq	al-Dawraq	al-Dawraq, al-Surrāq	Khuzistan_RE	cornuData	regions	[48.92625, 30.81069]
NAHRMASHRUQAN_490E317N_W	['ara', 'eng']	نهر مشرقان	نهر مشرقان، مسروقان	نهر مشرقان					Nahr Mashruqan, Masruqan	Nahr Mašruqān	Nahr Mašruqān, Masrūqān	Khuzistan_RE	cornuData	waters	[49.01519, 31.76776]
AZAM_490E312N_S	['ara', 'eng']	أزم	أزم، أجم	أزم					Azam, Ajam	Azam	Azam, Aǧam	Khuzistan_RE	cornuData	towns	[49.04158, 31.24752]
ABDIN_493E312N_S	['ara', 'eng']	عبدين	عبدين	عبدين					Abdin	ʿAbdīn	ʿAbdīn	Khuzistan_RE	cornuData	waystations	[49.31456, 31.22889]
DAYRA_493E307N_S	['ara', 'eng']	ديرة	ديرة	ديرة					Dayra	Dayraŧ	Dayraŧ	Khuzistan_RE	cornuData	waystations	[49.32901, 30.78178]
BAHRFARIS_493E299N_W	['ara', 'eng']	بحر فارس	بحر فارس	بحر فارس					Bahr Faris	Baḥr Fāris	Baḥr Fāris	Khuzistan_RE	cornuData	waters	[49.34418, 29.93795]
RAMHURMUZ_496E312N_S	['ara', 'eng']	رام هرمز	رام هرمز، رامهرمز	رام هرمز					Ram Hurmuz, Ramahurmuz	Rām Hurmuz	Rām Hurmuz, Rāmahurmuz	Khuzistan_RE	cornuData	capitals	[49.60131, 31.28576]
RAMHURMUZ_496E312N_R	['ara', 'eng']	رام هرمز	رام هرمز، رامهرمز	رام هرمز					Ram Hurmuz, Ramahurmuz	Rām Hurmuz	Rām Hurmuz, Rāmahurmuz	Khuzistan_RE	cornuData	regions	[49.60131, 31.28576]
ASAK_496E307N_S	['ara', 'eng']	آسك	آسك	آسك					Asak	Āsak	Āsak	Khuzistan_RE	cornuData	villages	[49.69307, 30.7313]
HAWMAZUTT_497E310N_S	['ara', 'eng']	حومة الزط	حومة الزط، الزط	حومة الزط					Hawma al-Zutt, al-Zutt	Ḥawmaŧ al-Zuṭṭ	Ḥawmaŧ al-Zuṭṭ, al-Zuṭṭ	Khuzistan_RE	cornuData	capitals	[49.71372, 31.05807]
HAWMAZUTT_497E310N_R	['ara', 'eng']	حومة الزط	حومة الزط، الزط	حومة الزط					Hawma al-Zutt, al-Zutt	Ḥawmaŧ al-Zuṭṭ	Ḥawmaŧ al-Zuṭṭ, al-Zuṭṭ	Khuzistan_RE	cornuData	regions	[49.71372, 31.05807]
KHABARAN_498E309N_S	['ara', 'eng']	الخابران	الخابران	الخابران					al-Khabaran	al-Ḫābarān	al-Ḫābarān	Khuzistan_RE	cornuData	waystations	[49.80777, 30.96763]
TIRAM_498E313N_S	['ara', 'eng']	تيرم	تيرم	تيرم					Tiram	Tīram	Tīram	Khuzistan_RE	cornuData	waystations	[49.82612, 31.39156]
JAYZAN_498E308N_R	['ara', 'eng']	الجايزن	الجايزن	الجايزن					al-Jayzan	al-Ǧāyzan	al-Ǧāyzan	Khuzistan_RE	cornuData	regions	[49.83759, 30.88498]
JAYZAN_498E308N_S	['ara', 'eng']	الجايزن	الجايزن	الجايزن					al-Jayzan	al-Ǧāyzan	al-Ǧāyzan	Khuzistan_RE	cornuData	towns	[49.83759, 30.88498]
